,nama_usaha,jenis_usaha,alamat,kelurahan,kecamatan,ada_nib,tidak_ada_nib,jumlah_karyawan_L,jumlah_karyawan_P,total_jumlah_karyawan,tahun,
1719,Kost,Penyediaan Akomodasi Lainnya,"Jl. Inpres III No. 91 RT. 13Desa/Kelurahan Muararapak, Kec. Balikpapan Utara, Kota Balikpapan",Muararapak,Balikpapan Utara,v,x,0,1,1,2023,
1720,Biro Perjalanan Wisata,Biro Perjalanan Wisata,"JL. WIYATA NO. 81Desa/Kelurahan Sepinggan Raya, Kec. Balikpapan Selatan, Kota Balikpapan",Sepinggan Raya,Balikpapan Selatan,v,x,2,4,6,2023,
1721,Penyedia Rumah Kos Kontrakan,Penyediaan Akomodasi Lainnya,"PEUM GRAHA INDAH BLOK SMS NO.7 RT.01Desa/Kelurahan Graha Indah, Kec. Balikpapan Utara, Kota Balikpapan",Graha Indah,Balikpapan Utara,v,x,0,4,4,2023,
1722,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,"Jl. Mulawarman Gang Melati Rt.10Desa/Kelurahan Lamaru, Kec. Balikpapan Timur, Kota Balikpapan",Lamaru,Balikpapan Timur,v,x,0,1,1,2023,
1723,Penyewaan Kos Kosan,Penyediaan Akomodasi Lainnya,"Jl mulawarman gg aman no.65Desa/Kelurahan Manggar, Kec. Balikpapan Timur, Kota Balikpapan",Manggar,Balikpapan Timur,v,x,0,1,1,2023,
1724,Rumah Sewa,Penyediaan Akomodasi Lainnya,"Jalan Blora No 51 RT 25Desa/Kelurahan Klandasan Ilir, Kec. Balikpapan Kota, Kota Balikpapan",Klandasan Ilir,Balikpapan Kota,v,x,0,1,1,2023,
1725,Penyediaan Akomodasi,Penyediaan Akomodasi Lainnya,"JL. PATTIMURA NO. 77 RT. 28 Desa/Kelurahan Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan",Batu Ampar,Balikpapan Utara,v,x,4,1,5,2023,
1726,Juherliansyah,Biro Perjalanan Wisata,"Jl. ProklamasiDesa/Kelurahan Manggar, Kec. Balikpapan Timur, Kota Balikpapan",Manggar,Balikpapan Timur,v,x,0,2,2,2023,
1727,Rumah Kosan,Penyediaan Akomodasi Lainnya,"JALAN AMD DAHLIA NO 169 RT. 035 KEL. DAMAI BAHAGIA KEC. BALIKPAPAN SELATAN KALIMANTAN TIMURDesa/Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan",Damai Bahagia,Balikpapan Selatan,v,x,0,2,2,2023,
1728,Rumah Kost,Penyediaan Akomodasi Lainnya,"Perum Balikpapan Dua Kartini Residence UI/8 RT. 038Desa/Kelurahan Sungainangka, Kec. Balikpapan Selatan, Kota Balikpapan",Sungai Nangka,Balikpapan Selatan,v,x,1,0,1,2023,
1729,Kontrakan Rumah,Penyediaan Akomodasi Lainnya,"Jln. Soekarno hatta rt 09 no 51Desa/Kelurahan Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan",Karang Joang,Balikpapan Utara,v,x,1,0,1,2023,
1730,"Kosan Ibu ""Dwi""",Penyediaan Akomodasi Lainnya,"Jl. Flamboyan No.15, Rt.017Desa/Kelurahan Sepinggan Baru, Kec. Balikpapan Selatan, Kota Balikpapan",Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2023,
1731,Usaha Kos Kosan,Penyediaan Akomodasi Lainnya,"JL. Pupuk Baru Indah No.2 RT.010Desa/Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan",Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2023,
1732,Jasa Tour Wisata,Biro Perjalanan Wisata,"Jl. Padat Karya Cluster Nusa Indah Blok B-17Desa/Kelurahan Muararapak, Kec. Balikpapan Utara, Kota Balikpapan",Muararapak,Balikpapan Utara,v,x,0,2,2,2023,
1733,Jasa Akomodasi,Penyediaan Akomodasi Lainnya,"Jln lestari no 9 rt 60Desa/Kelurahan Graha Indah, Kec. Balikpapan Utara, Kota Balikpapan",Graha Indah,Balikpapan Utara,v,x,1,0,1,2023,
1734,Kontrakan,Penyediaan Akomodasi Lainnya,"Jl.Tepo Km.10Desa/Kelurahan Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan",Karang Joang,Balikpapan Utara,v,x,1,0,1,2023,
1735,Rumah Kost,Penyediaan Akomodasi Lainnya,"Jl. MT. Haryono No. 03 RT. 12Desa/Kelurahan Damai Baru, Kec. Balikpapan Selatan, Kota Balikpapan",Damai Baru,Balikpapan Selatan,v,x,1,0,1,2023,
1736,Kos-Kosan Kontrakan,Penyediaan Akomodasi Lainnya,"Jl letjend S Parman Rt.14Desa/Kelurahan Gunungsari Ulu, Kec. Balikpapan Tengah, Kota Balikpapan",Gn. Sari Ulu,Balikpapan Tengah,v,x,0,1,1,2023,
1737,Heni Mulyani,Penyediaan Akomodasi Lainnya,"JL GUNUNG REJO NO. 78 RT. 016 RW. 00PDesa/Kelurahan Gunungsari Ulu, Kec. Balikpapan Tengah, Kota Balikpapan",Gn. Sari Ulu,Balikpapan Tengah,v,x,0,1,1,2023,
1738,Febrianto Tandean,Karaoke,"Mall Balikpapan Ocean Square Jl. Jendral Sudirman RT.07Desa/Kelurahan Klandasan Ilir, Kec. Balikpapan Kota, Kota Balikpapan",Klandasan Ilir,Balikpapan Kota,v,x,5,10,15,2023,
1739,Prananda Rizqi Zulkarnain,Penyediaan Akomodasi Lainnya,JALAN AGUNG TUNGGAL RT 11 NO 155,Damai Baru,Balikpapan Selatan,v,x,0,1,1,2023,
1740,Jasa Kontrakan,Penyediaan Akomodasi Lainnya,JL. MARSMA R. ISWAHYUDI NO.72,Sungainangka,Balikpapan Selatan,v,x,0,1,1,2023,
1741,Royal Sukses Borneo,Restoran,JL. JEND SUDIRMAN NO. 52,Gn. Bahagia,Balikpapan Selatan,v,x,8,10,18,2023,
1742,Sewa Tempat Usaha Nanda ,Penyediaan Akomodasi Lainnya,JALAN AGUNG TUNGGAL RT 11 NO 155,Damai Baru,Balikpapan Selatan,v,x,0,1,1,2023,
1743,Kost Ku,Penyediaan Akomodasi Lainnya,"Jl. Padat Karya KM 7, NO. 49, RT. 061",Graha Indah,Balikpapan Utara,v,x,1,2,3,2023,
1744,Travel,Biro Perjalanan Wisata,Jl. Sosial Tengah Gg. Mentari,Lamaru,Balikpapan Timur,v,x,0,1,1,2023,
1745,Kontrakan Niyaf,Penyediaan Akomodasi Lainnya,Jl. Pjhi Batakan no. 3 Rt.16,Manggar,Balikpapan Timur,v,x,0,1,1,2023,
1746,Kost Kost,Penyediaan Akomodasi Lainnya,Jl. Gang Budi Rahayu No.46,Muararapak,Balikpapan Utara,v,x,1,0,1,2023,
1747,Kos-Kosan Bu Nurjanah,Penyediaan Akomodasi Lainnya,jl Gunung Rejo No 88 RT 16,Gn. Sari Ulu,Balikpapan Tengah,v,x,1,0,1,2023,
1748,Lentera Cahaya Harapan,Restoran,Jl. Sepinggan Pratama Blok D1 No.02,Sepinggan,Balikpapan Selatan,v,x,1,0,1,2023,
1749,Kos Sri Harjanty,Penyediaan Akomodasi Lainnya,l pupuk gg urea stal kuda no 41 rt 12,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2023,
1750,Kontrakan Niyaf,Penyediaan Akomodasi Lainnya,Jl. Pjhi Batakan no. 3 Rt.16,Manggar,Balikpapan Timur,v,x,0,1,1,2023,
1751,Cv Sumber Artha Bhumi,Restoran,l. Marsma R. Iswahyudi Komp. Perum Angkasa Pura No. 08 B,Sepinggan,"Balikpapan Selatan,",v,x,0,2,2,2023,
1752,Global,Restoran,JL MT HARYONO NO 2 BALIKPAPAN,Damai,Balikpapan Kota,v,x,25,25,50,2023,
1753,Kos Erna,Penyediaan Akomodasi Lainnya,JL. MT HARYONO GANG ARYO PENANGSANG NO. 100 RT.08,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2023,
1754,Travel Maghfirah,Biro Perjalanan Wisata,Jalan Marsma Iswahyudi,Sepinggan,Balikpapan Selatan,v,x,0,1,1,2023,
1755,Kos-Kosan Pak Rofii,Penyediaan Akomodasi Lainnya,Jl. Sepinggan Baru II Rt.039,Sepinggan,Balikpapan Selatan,v,x,0,1,1,2023,
1756,Rumah Sewaan ,Penyediaan Akomodasi Lainnya,Jl. Mawija No. 04,Sumber Rejo,Balikpapan Tengah,v,x,0,1,1,2023,
1757,Kos-Kosan,Penyediaan Akomodasi Lainnya,Jalan Inpres,Muararapak,"Balikpapan Utara,",v,x,1,0,1,2023,
1758,Kos Kosan,Penyediaan Akomodasi Lainnya,l. INDRAKILA GG MERDEKA UTARA No.76,Gn. Samarinda,Balikpapan Utara,v,x,1,0,1,2023,
1759,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Penegak No 26 Rt 08,Damai Bahagia,Balikpapan Selatan,v,x,0,1,1,2023,
1760,Kos Qori,Penyediaan Akomodasi Lainnya,Kutai Hills KH 10 No.18,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2023,
1761,"Tiket Pesawat, Kereta, Hotel, Paket Tour",Biro Perjalanan Wisata,JL. JEND SUDIRMAN NO.51-B RT.011,Damai,Balikpapan Kota,v,x,2,5,7,2023,
1762,Restoran Socio Lounge,Restoran,JL. MAYJEND SUTOYO NO. 69 RT.39 ( SOCIO LOUNGE HOTEL SAGITA,Klandasan Ilir,Balikpapan Kota,v,x,10,20,30,2023,
1763,Trimitra Anugrah Sentosa,Penyediaan Akomodasi Lainnya,Jl. RE. Martadinata No.02 RT.2,Mekar Sari,Balikpapan Tengah,v,x,2,0,2,2023,
1764,Dunia Seafood Restaurant Balikpapan,Restoran,STALKUDA JL. JENDRAL SUDIRMAN KOMPLEK SUDIRMAN OFFICE PARK ( DUNIA SEAFOOD RESTAURANT BALIKPAPAN,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2023,
1765,Kos-Kosan,Penyediaan Akomodasi Lainnya,Gang Perdamaian 1,Sepinggan,Balikpapan Selatan,v,x,0,1,1,2023,
1766,Kos Kosan Dan Kontrakan,Penyediaan Akomodasi Lainnya,Jl soekarno hatta no.84 rt.48,Gn. Samarinda,Balikpapan Utara,v,x,0,1,1,2023,
1767,Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Punai 5,Gn. Bahagia,"Balikpapan Selatan,",v,x,0,1,1,2023,
1768,3G Kos,Penyediaan Akomodasi Lainnya,Jalan Sungai Wain,"Karang Joang,",Balikpapan Utara,v,x,1,1,2,2023,
1769,Kontrakan Rumah,Penyediaan Akomodasi Lainnya,Jl. Prona I No. 19 Rt. 26,Kota Balikpapan,Balikpapan Timur,v,x,1,0,1,2023,
1770,Pengurusan Surat Kapal,Biro Perjalanan Wisata,Jl. Gang Sampurna,Kota Balikpapan,Balikpapan Timur,v,x,1,0,1,2023,
1771,Bekantantour Carrental,Biro Perjalanan Wisata,JL. PERUM SEPINGGAN PATAMA BLOK J9 NO.16 RT.044,Sepinggan Raya,Balikpapan Selatan,v,x,3,0,3,2023,
1772,Kost Ignasia,Penyediaan Akomodasi Lainnya,KOMP. GRAHA INDAH BLOK SMS NO. 07 RT 001 RW 000,Graha Indah,Balikpapan Utara,v,x,2,0,2,2023,
1773,Sewaan Rumah,Penyediaan Akomodasi Lainnya,Jalan PJHI Batakan,Manggar,Balikpapan Timur,v,x,0,2,2,2023,
1774,Kos-Kos An,Penyediaan Akomodasi Lainnya,Jl.Telagasari I No.71 RT.45,Telaga Sari,Balikpapan Kota,v,x,1,0,1,2023,
1775,Kos-Kosan Sukarno,Penyediaan Akomodasi Lainnya,JL. TAMAN SEPINGGAN II,Sepinggan,Balikpapan Selatan,v,x,1,0,1,2023,
1776,Restoran Rasa Sayang Bandar,Restoran,"Jl. Jenderal Sudirman, Komp. Ruko Bandar Blok C No. 14",Klandasan Ulu,Balikpapan Kota,v,x,0,5,5,2023,
1777,Kos-Kosan,Penyediaan Akomodasi Lainnya,Jl. Batu Ratna Km. 11 Rt. 013,Karang Joang,Balikpapan Utara,v,x,1,0,1,2023,
1778,Fitnes Nuansa Dan Erobic,PUSAT KEBUGARAN/FITNESS CENTER,Jl Selili No 62 RT 98,Manggar,Balikpapan Timur,v,x,0,2,2,2023,
1779,Daratan,Angkutan Darat Wisata,JALAN PIALING I NO.103,Gn. Bahagia,Balikpapan Selatan,v,x,3,2,5,2023,
1780,Jasa Rumah Kos Kosan,Penyediaan Akomodasi Lainnya,Jl telindung baru 1 No 57 RT 30,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2023,
1781,Jasa Sewa Kontrakan/Kos-Kosan,Penyediaan Akomodasi Lainnya,JL BONTO BULAENG NO 32 RT 49,Sumber Rejo,Balikpapan Tengah,v,x,1,0,1,2023,
1782,Cv Agasi Pratama Auto,Penyediaan Akomodasi Lainnya,"KOMPLEK BALIKPAPAN REGENCY, JL. BESAKIH XIII BLOK BM NO.19 RT 041",Sepinggan,Balikpapan Selatan,v,x,2,3,5,2023,
1783,Kontrakan & Kost,Penyediaan Akomodasi Lainnya,Jl. Penggalang Rt.33 No.20,Damai,Balikpapan Kota,v,x,0,1,1,2023,
1784,Rumah Kontrakan Rizki,Penyediaan Akomodasi Lainnya,JL MARSMA R ISWAHYUDI,Sepinggan,Balikpapan Timur,v,x,0,1,1,2023,
1785,Rumah Sewa,Penyediaan Akomodasi Lainnya,Jl. Persatuan,Manggar,Balikpapan Timur,v,x,1,1,2,2023,
1786,Cv Agasi Pratama Auto,Penyediaan Akomodasi Lainnya,"KOMPLEK BALIKPAPAN REGENCY, JL. BESAKIH XIII BLOK BM NO.19 RT 041 RW 000",Sepinggan Baru,Balikpapan Selatan,v,x,2,3,5,2023,
1787,Rumah Kontrakan Rizki,Penyediaan Akomodasi Lainnya,JL MARSMA R ISWAHYUDI,Sepinggan,Balikpapan Timur,v,x,1,0,1,2023,
1788,Kos Yulia,Penyediaan Akomodasi Lainnya,JL BUKIT NIAGA NO. 03,Klandasan Ilir,Balikpapan Kota,v,x,0,1,1,2023,
1789,Kostan Ibu Ipat,Penyediaan Akomodasi Lainnya,Jalan Kesatrian,Sepinggan,Balikpapan Timur,v,x,0,1,1,2023,
1790,Usaha Kontrakan Rumah Dan Kos Kosan,Penyediaan Akomodasi Lainnya,JL.BRANTAS RT 036,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2023,
1791,Bajak Laut,Karaoke,Jalan Jenderal Sudirman Ruko Bandar Blok L,Klandasan Ilir,Balikpapan Timur,v,x,5,25,30,2023,
1792,Jasa Sewa Kontrakan,Penyediaan Akomodasi Lainnya,JL. D. I. PANJAITAN NO. 34,Sumber Rejo,Balikpapan Tengah,v,x,1,0,1,2023,
1793,Kost,Penyediaan Akomodasi Lainnya,JL. Sei Wain km. 15 Rt.031,Karang Joang,Balikpapan Utara,v,x,0,2,2,2023,
1794,Kontrakan Bu Mieke,Penyediaan Akomodasi Lainnya,"Jl. Jenderal Ahmad Yani Gang Madun No.31, Rt.021",Karang Rejo,Balikpapan Tengah,v,x,0,1,1,2023,
1795,Kos-Kosan Linda,Penyediaan Akomodasi Lainnya,Jl. 21 Januari RT. 52 Gg. Batu Arang,Baru Tengah,Balikpapan Barat,v,x,0,1,1,2023,
1796,Rumah Kos Kosan,Penyediaan Akomodasi Lainnya,Jl sultan alauddin no 75,Mekar Sari,Balikpapan Tengah,v,x,0,1,1,2023,
1797,Daratan,Biro Perjalanan Wisata,JALAN ADIL MAKMUR NO.11,Baru Ilir,Balikpapan Barat,v,x,0,2,2,2023,
1798,Usaha Kontrakan Rumah Dan Rukojl,Penyediaan Akomodasi Lainnya,USAHA KONTRAKAN RUMAH DAN RUKO Jl. Letjen Suprapto No. 55 Rt. 050,Baru Ulu,Balikpapan Barat,v,x,2,0,2,2023,
1799,Kost,Penyediaan Akomodasi Lainnya,Jl. Mesjid Ar-Raudhah RT. 39 no. 46,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2023,
1800,Aktivitas Biro Perjalanan Wisata,Biro Perjalanan Wisata,Jalan ARS Muhammad No. 50,Klandasan Ulu,Balikpapan Kota,v,x,3,0,3,2023,
1801,Rumah Kos Etam,Penyediaan Akomodasi Lainnya,Gang Wilis,0,Balikpapan Timur,v,x,3,0,3,2023,
1802,Daratan,Penyediaan Akomodasi Lainnya,Jl. Minang kabau rt 69,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2023,
1803,Daratan,Angkutan Darat Wisata,JL JEND SUDIRMAN RT 25,Damai,Balikpapan Kota,v,x,1,0,1,2023,
1804,Kontrakan,Penyediaan Akomodasi Lainnya,Jl. Mayjend Sutoyono No. 35,Klandasan Ilir,Balikpapan Kota,v,x,1,0,1,2023,
1805,Kos Mama Puput,Penyediaan Akomodasi Lainnya,Jalan AMD Projakal,Graha Indah,Balikpapan Utara,v,x,2,0,2,2023,
1806,Rumah Kost Ibu Luluk,Penyediaan Akomodasi Lainnya,"Jl. Pembangunan, Rt.094",Manggar,Balikpapan Timur,v,x,0,1,1,2023,
1807,Rumah Kos Qorry,Penyediaan Akomodasi Lainnya,JALAN SIAGA DALAM NO 95,Damai,Balikpapan Kota,v,x,0,2,2,2023,
1808,Kost Kostan,Penyediaan Akomodasi Lainnya,Jl. Tanjung kelor,Manggar,Balikpapan Timur,v,x,2,0,2,2023,
1809,Kontrakan,Penyediaan Akomodasi Lainnya,JL Gang Sampurna RT 16 No 20,Baru Ilir,Balikpapan Barat,v,x,1,0,1,2023,
1810,Kos Kosan,Penyediaan Akomodasi Lainnya,Jl. Markoni Atas,Klandasan Ilir,Balikpapan Kota,v,x,0,1,1,2023,
1811,Pepper Lunch,Restoran,"Pentacity Shopping Avenue, Lt. LG, No. 8, Jl. Jend. Sudirman no 47",Damai Bahagia,Balikpapan Selatan,v,x,12,15,27,2023,
1812,Usaha Kost,Penyediaan Akomodasi Lainnya,l. Jend A.Yani RT. 58 No. 19,Gn Sari Ilir,Balikpapan Tengah,v,x,1,0,1,2023,
1813,Kos Kosan,Penyediaan Akomodasi Lainnya,Jl. Pandan Arum No.15 RT.07,"Marga Sari,",Balikpapan Barat,v,x,1,0,1,2023,
1814,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jl. Mawija No. 04,Sumber Rejo,Balikpapan Tengah,v,x,1,0,1,2023,
1815,Aktivitas Biro Perjalanan Wisata,Biro Perjalanan Wisata,JL BUKIT CINTA DAMAI NO. 301,Gn. Sari Ulu,Balikpapan Tengah,v,x,1,3,4,2023,
1816,Ayam Ma'Cik Ari,Kedai,GRAHA INDAH PGRI GG.MANGROVE II NO.29.,Graha Indah,Balikpapan Utara,v,x,0,2,2,2023,
1817,Lindswell Liv,Penyediaan Akomodasi Lainnya,Jl. Letkol Pol H.M Asnawi Arbain RT.40 NO.90,Gn. Bahagia,Balikpapan Selatan,v,x,3,8,11,2023,
1818,Kost,Penyediaan Akomodasi Lainnya,Jl. ARS Muhammad No. 2 Rt,Klandasan Ulu,"Balikpapan Kota,",v,x,2,0,2,2023,
1819,Kost Bapak Hariyadi,Penyediaan Akomodasi Lainnya,JL. MULAWARMAN NO. 30/A,Manggar,Balikpapan Timur,v,x,2,0,2,2023,
1820,Restoran,Restoran,Jalan Jenderal Sudirman,"Klandasan Ulu,","Balikpapan Kota,",v,x,0,1,1,2023,
1821,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jl. Ar-Rahman Rt.055 Rw.000,"Manggar,",Balikpapan Timur,v,x,0,1,1,2023,
1822,Kos Kosan Syaiful,Penyediaan Akomodasi Lainnya,JL. JOKO TOLE SEI AMPAL 60 RT. 044 RW. 000,"Sumber Rejo,",". Balikpapan Tengah,",v,x,1,0,1,2023,
1823,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Perum sumber indah blok B No 7 RT 68 Kel Batu Ampar,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2023,
1824,Kos Kosan Syaiful,Penyediaan Akomodasi Lainnya,JL. JOKO TOLE SEI AMPAL 60 RT. 044 RW. 000,Sumber Rejo,Balikpapan Tengah,v,x,1,0,1,2023,
1825,Kos Mawar,Penyediaan Akomodasi Lainnya,Jalan Mulawarman,Manggar,Balikpapan Timur,v,x,0,1,1,2023,
1826,Flores Indah Angkasa,Biro Perjalanan Wisata,Jl. Daksa Barat No.5,"Sepinggan,",Balikpapan Selatan,v,x,0,2,2,2023,
1827,Kontrakan Usliani,Penyediaan Akomodasi Lainnya,Jl.Ruhui Rahayu . Gg Perdamaian 2 No 47 Rt 10,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2023,
1828,Kontrakan,Penyediaan Akomodasi Lainnya,jl. jend sudirman no. 29,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2023,
1829,Kost Thia ,Penyediaan Akomodasi Lainnya,Jl. Mulawarman No.19A,"Sepinggan,",Balikpapan Selatan,v,x,1,0,1,2023,
1830,Kost Anita,Penyediaan Akomodasi Lainnya,Jalan DI Panjaitan,Gn. Samarinda,Balikpapan Utara,v,x,1,1,2,2023,
1831,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,"Jalan Marsma Iswahyudi 9-B, Rt;047","Sepinggan Raya,",Balikpapan Selatan,v,x,4,6,10,2023,
1832,Sewaan Rumah,Penyediaan Akomodasi Lainnya,jalan batu buto,Margo Mulyo,"Balikpapan Barat,",v,x,1,0,1,2023,
1833,Aktivitas Biro Perjalanan Wisata,Biro Perjalanan Wisata,JL. TEPO KM.10 NO. 08,"Karang Joang,",Balikpapan Utara,v,x,2,1,3,2023,
1834,Cv. Sentra Dimensindo,Karaoke,Komp. Sudirman Square Blok A No. 12,Damai,Balikpapan Kota,v,x,13,17,30,2023,
1835,Kontrakan,Penyediaan Akomodasi Lainnya,Jln. Mayjend sutoyo No. 56A,"Klandasan Ilir,","Balikpapan Kota,",v,x,1,0,1,2023,
1836,Restoran,Restoran,Jl. Wanayasa Km.10 Q-18,"Karang Joang,",Balikpapan Utara,v,x,2,0,2,2023,
1837,Cv Berkat Sempurna,Angkutan Darat Wisata,Jl.Senayan No 59,Karang Rejo,Balikpapan Tengah,v,x,0,2,2,2023,
1838,Kosan Popy,Penyediaan Akomodasi Lainnya,Alamat : Jl. Kasig rt. 3 no. 3,Sepinggan Baru,Balikpapan Selatan,v,x,1,1,2,2023,
1839,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,"L. TAMAN SARI VIP 1, BLOK E, NO.34","Graha Indah,",Balikpapan Utara,v,x,1,1,2,2023,
1840,Rumah Kost,Penyediaan Akomodasi Lainnya,Jl. Taman Sari Rt.23,Graha Indah,Balikpapan Utara,v,x,2,0,2,2023,
1841,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jl.indrakila,"Gn. Samarinda,","Balikpapan Utara,",v,x,0,1,1,2023,
1842,Rumah Sewaan Batakan Mas,Penyediaan Akomodasi Lainnya,Perum Batakan Mas Blok AA no. 22,"Manggar,","Balikpapan Timur,",v,x,1,0,1,2023,
1843,Nine'S Residence,Penyediaan Akomodasi Lainnya,Jl. Marsma R Iswahyudi Gg Wiyata IV no. 58,"Sepinggan,","Balikpapan Selatan,",v,x,4,1,5,2023,
1844,Kost Villa ,Penyediaan Akomodasi Lainnya,"Jl. MT. Haryono, Gang PLN, Blok D, No. 03","Gn. Bahagia,",Balikpapan Selatan,v,x,0,1,1,2023,
1845,	Rumah Kost Kostan,Penyediaan Akomodasi Lainnya,Jl. Mulawarman Gg. Amal,Manggar,"Balikpapan Timur,",v,x,0,1,1,2023,
1846,Kontrakan Romadhoni,Penyediaan Akomodasi Lainnya,"Jalan Flamboyan No.21, Rt.017",Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2023,
1847,Kontarakan Ibu Asmawati 2,Penyediaan Akomodasi Lainnya,Jalan Inpres IV RT 16,Muararapak,Balikpapan Utara,v,x,0,1,1,2023,
1848,Restoran,Restoran,Komplek PERUSDA JL. JAMRUD B,Sepinggan Baru,Balikpapan Selatan,v,x,2,1,3,2023,
1849,Kongkow Kitchen,Restoran,Jl. M.T. Haryono No. 128,Gn. Bahagia,Balikpapan Selatan,v,x,6,4,10,2023,
1850,Aktivitas Biro Perjalanan Wisata ,Aktivitas Biro Perjalanan Wisata,PERUMAHAN BALIKPAPAN REGENCY BLOK CE I NO. 7,Sepinggan,"Balikpapan Selatan,",v,x,0,2,2,2023,
1851,Rumah Tinggal & Kost,Penyediaan Akomodasi Lainnya,Jl. Siaga Dalam Gg. Masjid No.74 Rt. 17,Damai,"Balikpapan Kota,",v,x,0,2,2,2023,
1852,Pt. Omega Cahaya Internusa ,Angkutan Darat Wisata,JL. JENDRAL SUDIRMAN NO. 84 KOMPLEK BALIKPAPAN PERMAI BLOK C1,Damai,Balikpapan Kota,v,x,4,0,4,2023,
1853,Kost Ruri,Penyediaan Akomodasi Lainnya,JL. TELOGO REJO NO. 41 RT. 04,Telaga Sari,Balikpapan Kota,v,x,1,0,1,2023,
1854,Aktivitas Biro Perjalanan Wisata ,Aktivitas Biro Perjalanan Wisata,"Komplek Balikpapan Baru Blok AB 1 No.07, RT.009",Damai Baru,Balikpapan Selatan,v,x,2,0,2,2023,
1855,Rumah Sewaan Susi,Penyediaan Akomodasi Lainnya,Jl Jend Sudirman RT 25,Damai,"Balikpapan Kota,",v,x,1,0,1,2023,
1856,Aktivitas Biro Perjalanan Wisata ,Aktivitas Biro Perjalanan Wisata,"Komplek Balikpapan Baru Blok AB 1 No.07, RT.009",Damai Baru,Balikpapan Selatan,v,x,2,0,2,2023,
1857,Pt.Travelsya Wisata Indonesia,Aktivitas Biro Perjalanan Wisata,Jalan Syarifuddin Yoes,Sepinggan Baru,Balikpapan Selatan,v,x,3,0,3,2023,
1858,The Rare Travel Agent,Angkutan Darat Wisata,Jalan Prevab,Gn. Sari Ilir,Balikpapan Tengah,v,x,0,1,1,2023,
1859,Kost Aca,Penyediaan Akomodasi Lainnya,JL. KESATRIAAN PERUM NUSANTARA LESTARI BLOK S NO. 09 RT. 38,Graha Indah,Balikpapan Utara,v,x,0,1,1,2023,
1860,Rumah Kost - Kost An,Penyediaan Akomodasi Lainnya,Jl. Padat Karya Gn Steling RT. 38 No. 61 Kel Gn Samarinda,Gn. Samarinda,Balikpapan Utara,v,x,0,1,1,2023,
1861,Rumah Kontrakan Emma,Penyediaan Akomodasi Lainnya,Jl Jend Sudirman RT 21,Damai,"Balikpapan Kota,",v,x,0,1,1,2023,
1862,Rumah Kost,Penyediaan Akomodasi Lainnya,Jl. MT. Haryono No. 11 Rt. 12,"Damai Baru,",Balikpapan Selatan,v,x,0,2,2,2023,
1863,Usaha Kos-Kosan Dan Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Ruhui Rahayu II,Sepinggan,Balikpapan Selatan,v,x,1,0,1,2023,
1864,Rumah Kontrakan Eyang Tatie,Penyediaan Akomodasi Lainnya,Jl MT Haryono RT 9,"Damai,","Balikpapan Kota,",v,x,1,0,1,2023,
1865,Kos-Kosan ,Penyediaan Akomodasi Lainnya,Jalan Banjar,"Gn. Sari Ilir,",Balikpapan Tengah,v,x,1,1,2,2023,
1866,Kamar Kost Kurniati,Penyediaan Akomodasi Lainnya,Jl tunggal ika,"Sepinggan Baru,","Balikpapan Selatan,",v,x,1,0,1,2023,
1867,"Jasa Kontrakan Rumah, Dan Jasa Angkutan",Penyediaan Akomodasi Lainnya,JL Dahor NO 32,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2023,
1868,Guest House 268,Penyediaan Akomodasi Lainnya,Jalan Agus Salim 2,"Klandasan Ulu,",Balikpapan Kota,v,x,1,2,3,2023,
1869,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,Jalan Inpres 2,Muara Rapak,Balikpapan Utara,v,x,1,2,3,2023,
